2019062,영유아보육법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019061,약사법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019060,모자보건법 일부개정법률안,전혜숙,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019059,사회복지사업법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019058,노인복지법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019057,국민영양관리법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019056,국유재산특례제한법 일부개정법률안,어기구,의원,2019-03-08,2019-03-11,기획재정위원회,,
2019055,국가균형발전 특별법 일부개정법률안,어기구,의원,2019-03-08,2019-03-11,산업통상자원중소벤처기업위원회,,
2019054,조세특례제한법 일부개정법률안,어기구,의원,2019-03-08,2019-03-11,기획재정위원회,,
2019053,기초연금법 일부개정법률안,김도읍,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019052,중증장애인생산품 우선구매 특별법 일부개정법률안,김순례,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019051,국민건강보험법 일부개정법률안,김순례,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019050,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,김관영,의원,2019-03-08,2019-03-11,기획재정위원회,,
2019049,공간정보의 구축 및 관리 등에 관한 법률 일부개정법률안,정부,정부,2019-03-08,2019-03-11,국토교통위원회,,
2019048,개발제한구역의 지정 및 관리에 관한 특별조치법 일부개정법률안,이현재,의원,2019-03-08,2019-03-11,국토교통위원회,,
2019047,지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안,김관영,의원,2019-03-08,2019-03-11,행정안전위원회,,
2019046,장애인복지법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019045,장사 등에 관한 법률 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019044,의료법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019043,의료기사 등에 관한 법률 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019042,응급의료에 관한 법률 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019041,국민건강증진법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019040,공중위생관리법 일부개정법률안,윤일규,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019039,국토의 계획 및 이용에 관한 법률 일부개정법률안,윤호중,의원,2019-03-08,2019-03-11,국토교통위원회,,
2019038,전기사업법 일부개정법률안,홍의락,의원,2019-03-08,2019-03-11,산업통상자원중소벤처기업위원회,,
2019037,대도시권 광역교통 관리에 관한 특별법 일부개정법률안,임종성,의원,2019-03-08,2019-03-11,국토교통위원회,,
2019036,지방세특례제한법 일부개정법률안,권칠승,의원,2019-03-08,2019-03-11,행정안전위원회,,
2019035,치료감호 등에 관한 법률 일부개정법률안,표창원,의원,2019-03-08,2019-03-11,법제사법위원회,,
2019034,철도안전법 일부개정법률안,송석준,의원,2019-03-08,2019-03-11,국토교통위원회,,
2019033,건축법 일부개정법률안,강훈식,의원,2019-03-08,2019-03-11,국토교통위원회,,
2019032,지방자치법 일부개정법률안,김민기,의원,2019-03-08,2019-03-11,행정안전위원회,,
2019031,노인복지법 일부개정법률안,신창현,의원,2019-03-08,2019-03-11,보건복지위원회,,
2019030,학교폭력예방 및 대책에 관한 법률 일부개정법률안,조승래,의원,2019-03-07,2019-03-08,교육위원회,,
2019029,전기사업법 일부개정법률안,이종배,의원,2019-03-07,2019-03-08,산업통상자원중소벤처기업위원회,,
2019028,사립학교법 일부개정법률안,조승래,의원,2019-03-07,2019-03-08,교육위원회,,
2019027,전자정부법 전부개정법률안,김병관,의원,2019-03-07,2019-03-08,행정안전위원회,,
2019026,저탄소 녹색성장 기본법 일부개정법률안,이종배,의원,2019-03-07,2019-03-08,정무위원회,,
2019025,조세특례제한법 일부개정법률안,정성호,의원,2019-03-07,2019-03-08,기획재정위원회,,
2019024,근로기준법 일부개정법률안,신보라,의원,2019-03-07,2019-03-08,환경노동위원회,,
2019023,해외진출기업의 국내복귀 지원에 관한 법률 일부개정법률안,정성호,의원,2019-03-07,2019-03-08,산업통상자원중소벤처기업위원회,,
2019021,고용정책 기본법 일부개정법률안,박성중,의원,2019-03-07,2019-03-08,환경노동위원회,,
2019020,국회의원홍익표 징계안,김관영,의원,2019-03-07,2019-03-08,윤리특별위원회,,
2019019,민주시민교육 지원에 관한 법률안,소병훈,의원,2019-03-07,2019-03-08,행정안전위원회,,
2019018,정치자금법 일부개정법률안,박주민,의원,2019-03-07,2019-03-08,정치개혁 특별위원회,,
2019016,신문 등의 진흥에 관한 법률 일부개정법률안,정부,정부,2019-03-07,2019-03-08,문화체육관광위원회,,
2019015,조세특례제한법 일부개정법률안,이원욱,의원,2019-03-07,2019-03-08,기획재정위원회,,
2019014,상법 일부개정법률안,채이배,의원,2019-03-07,2019-03-08,법제사법위원회,,
2019013,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,김성찬,의원,2019-03-07,2019-03-08,법제사법위원회,,
2019012,지방세특례제한법 일부개정법률안,김성찬,의원,2019-03-07,2019-03-08,행정안전위원회,,
2019011,아동·청소년의 성보호에 관한 법률 일부개정법률안,유승희,의원,2019-03-07,2019-03-08,여성가족위원회,,
2019010,상속세 및 증여세법 일부개정법률안,박명재,의원,2019-03-07,2019-03-08,기획재정위원회,,
2019009,국토균형발전을 위한 대전충남혁신도시지정촉구 결의안,홍문표,의원,2019-03-07,2019-03-08,국토교통위원회,,
