2008429,데이트폭력 등 관계집착 폭력행위의 방지 및 피해자 보호에 관한 법률안,표창원,의원,2017-08-08,2017-08-09,여성가족위원회,,
2008428,군인사법 일부개정법률안,백혜련,의원,2017-08-08,2017-08-09,국방위원회,,
2008427,농어촌주민의 보건복지 증진을 위한 특별법 일부개정법률안,백혜련,의원,2017-08-08,2017-08-09,보건복지위원회,,
2008424,공항소음 방지 및 소음대책지역 지원에 관한 법률 일부개정법률안,원혜영,의원,2017-08-08,2017-08-09,국토교통위원회,,
2008421,청소년복지 지원법 일부개정법률안,유은혜,의원,2017-08-07,2017-08-08,여성가족위원회,,
2008420,노동조합 및 노동관계조정법 일부개정법률안,임이자,의원,2017-08-07,2017-08-08,환경노동위원회,,
2008419,고용상 연령차별금지 및 고령자고용촉진에 관한 법률 일부개정법률안,유승희,의원,2017-08-07,2017-08-08,환경노동위원회,,
2008417,조세특례제한법 일부개정법률안,박광온,의원,2017-08-07,2017-08-08,기획재정위원회,,
2008416,지방세특례제한법 일부개정법률안,박광온,의원,2017-08-07,2017-08-08,행정안전위원회,,
2008415,형법 일부개정법률안,이명수,의원,2017-08-07,2017-08-08,법제사법위원회,,
2008414,발전소주변지역 지원에 관한 법률 일부개정법률안,김한표,의원,2017-08-07,2017-08-08,산업통상자원중소벤처기업위원회,,
2008413,공직선거법 일부개정법률안,노회찬,의원,2017-08-07,2018-07-31,행정안전위원회,,
2008409,근로기준법 일부개정법률안,손금주,의원,2017-08-07,2017-08-08,환경노동위원회,,
2008408,교육관련기관의 정보공개에 관한 특례법 일부개정법률안,심재권,의원,2017-08-07,2017-08-08,교육위원회,,
2008406,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,김수민,의원,2017-08-07,2017-08-08,환경노동위원회,,
2008405,지역농산물 이용촉진 등 농산물 직거래 활성화에 관한 법률 일부개정법률안,박준영,의원,2017-08-04,2017-08-07,농림축산식품해양수산위원회,,
2008404,1980년 해직언론인의 배상 등에 관한 특별조치법안,설훈,의원,2017-08-04,2017-08-08,문화체육관광위원회,,
2008403,소년법 일부개정법률안,백혜련,의원,2017-08-04,2017-08-07,법제사법위원회,,
2008401,국가균형발전 특별법 일부개정법률안,강창일,의원,2017-08-04,2017-08-07,기획재정위원회,,
2008400,지적재조사에 관한 특별법 일부개정법률안,김중로,의원,2017-08-04,2017-08-07,국토교통위원회,,
2008396,근로기준법 일부개정법률안,이용호,의원,2017-08-04,2017-08-07,환경노동위원회,,
2008395,한국장학재단 설립 등에 관한 법률 일부개정법률안,정인화,의원,2017-08-04,2017-08-07,교육위원회,,
2008394,언론중재 및 피해구제 등에 관한 법률 일부개정법률안,송희경,의원,2017-08-04,2017-08-07,문화체육관광위원회,,
2008393,제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법 일부개정법률안,강창일,의원,2017-08-04,2017-08-07,행정안전위원회,,
2008392,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,송희경,의원,2017-08-04,2017-08-07,과학기술정보방송통신위원회,,
2008390,지방자치법 일부개정법률안,김중로,의원,2017-08-04,2017-08-07,행정안전위원회,,
2008389,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,윤종필,의원,2017-08-04,2017-08-07,환경노동위원회,,
2008388,병역법 일부개정법률안,유승민,의원,2017-08-04,2017-08-07,국방위원회,,
2008387,지방세특례제한법 일부개정법률안,박광온,의원,2017-08-04,2017-08-07,행정안전위원회,,
2008386,초·중등교육법 일부개정법률안,박경미,의원,2017-08-04,2017-08-07,교육위원회,,
2008385,공직선거법 일부개정법률안,김해영,의원,2017-08-04,2018-10-19,정치개혁 특별위원회,,
2008379,산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,전현희,의원,2017-08-03,2017-08-04,산업통상자원중소벤처기업위원회,,
2008377,최저임금법 일부개정법률안,박광온,의원,2017-08-03,2017-08-04,환경노동위원회,,
2008374,대통령기록물 관리에 관한 법률 일부개정법률안,박광온,의원,2017-08-03,2017-08-04,행정안전위원회,,
2008373,지방세특례제한법 일부개정법률안,박광온,의원,2017-08-03,2017-08-04,행정안전위원회,,
2008372,고용보험법 일부개정법률안,박광온,의원,2017-08-03,2017-08-04,환경노동위원회,,
2008371,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,박광온,의원,2017-08-03,2017-08-04,환경노동위원회,,
2008369,공직선거법 일부개정법률안,홍철호,의원,2017-08-03,2018-10-19,정치개혁 특별위원회,,
2008368,국유재산법 일부개정법률안,전현희,의원,2017-08-03,2017-08-04,기획재정위원회,,
2008367,지방공기업법 일부개정법률안,전현희,의원,2017-08-03,2017-08-04,행정안전위원회,,
2008366,지방세특례제한법 일부개정법률안,박광온,의원,2017-08-02,2017-08-03,행정안전위원회,,
2008364,파견근로자보호 등에 관한 법률 일부개정법률안,박광온,의원,2017-08-02,2017-08-03,환경노동위원회,,
2008363,고용정책 기본법 일부개정법률안,박광온,의원,2017-08-02,2017-08-03,환경노동위원회,,
2008362,사립학교법 일부개정법률안,박광온,의원,2017-08-02,2017-08-03,교육위원회,,
2008360,가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,박광온,의원,2017-08-02,2017-08-03,법제사법위원회,,
2008358,국세징수법 일부개정법률안,박광온,의원,2017-08-02,2017-08-03,기획재정위원회,,
2008357,국가재정법 일부개정법률안,박광온,의원,2017-08-02,2017-08-03,기획재정위원회,,
