2009873,지진·화산재해대책법 일부개정법률안,신용현,의원,2017-10-13,2017-10-16,행정안전위원회,2017-12-08,대안반영폐기
2009867,지방세기본법 일부개정법률안,정부,정부,2017-10-12,2017-10-13,행정안전위원회,2017-12-08,수정가결
2009866,지방세특례제한법 일부개정법률안,정부,정부,2017-10-12,2017-10-13,행정안전위원회,2017-12-08,대안반영폐기
2009864,지방세외수입금의 징수 등에 관한 법률 일부개정법률안,정부,정부,2017-10-12,2017-10-13,행정안전위원회,2017-12-08,수정가결
2009863,지방세법 일부개정법률안,정부,정부,2017-10-12,2017-10-13,행정안전위원회,2017-12-08,대안반영폐기
2009860,지방세징수법 일부개정법률안,정부,정부,2017-10-12,2017-10-13,행정안전위원회,2017-12-08,대안반영폐기
2009851,공항시설법 일부개정법률안,윤후덕,의원,2017-10-11,2017-10-12,국토교통위원회,2017-12-08,대안반영폐기
2009850,건축법 일부개정법률안,윤후덕,의원,2017-10-11,2017-10-12,국토교통위원회,2017-12-08,대안반영폐기
2009829,여객자동차 운수사업법 일부개정법률안,최인호,의원,2017-10-10,2017-10-11,국토교통위원회,2017-12-08,대안반영폐기
2009772,여객자동차 운수사업법 일부개정법률안,안호영,의원,2017-09-29,2017-10-10,국토교통위원회,2017-12-08,대안반영폐기
2009715,공공기관 지방이전에 따른 혁신도시 건설 및 지원에 관한 특별법 일부개정법률안,손금주,의원,2017-09-28,2017-09-29,국토교통위원회,2017-12-08,대안반영폐기
2009564,지방세특례제한법 일부개정법률안,오제세,의원,2017-09-22,2017-09-25,행정안전위원회,2017-12-08,대안반영폐기
2009561,건축법 일부개정법률안,박찬우,의원,2017-09-22,2017-09-25,국토교통위원회,2017-12-08,대안반영폐기
2009516,지방세특례제한법 일부개정법률안,오제세,의원,2017-09-21,2017-09-22,행정안전위원회,2017-12-08,대안반영폐기
2009495,교통안전법 일부개정법률안,박찬우,의원,2017-09-20,2017-09-21,국토교통위원회,2017-12-08,대안반영폐기
2009490,지방세특례제한법 일부개정법률안,오제세,의원,2017-09-20,2017-09-21,행정안전위원회,2017-12-08,대안반영폐기
2009461,지방세특례제한법 일부개정법률안,이주영,의원,2017-09-18,2017-09-19,행정안전위원회,2017-12-08,대안반영폐기
2009442,녹색건축물 조성 지원법 일부개정법률안,안규백,의원,2017-09-15,2017-09-18,국토교통위원회,2017-12-08,대안반영폐기
2009364,지속가능 교통물류 발전법 일부개정법률안,박찬우,의원,2017-09-14,2017-09-15,국토교통위원회,2017-12-08,수정가결
2009288,국가통합교통체계효율화법 일부개정법률안,황주홍,의원,2017-09-12,2017-09-13,국토교통위원회,2017-12-08,대안반영폐기
2009285,녹색건축물 조성 지원법 일부개정법률안,황주홍,의원,2017-09-12,2017-09-13,국토교통위원회,2017-12-08,대안반영폐기
